"player_id","name","year","team","kick_returns","yards_kick_returned","kick_returns_for_tds","punt_returns","yards_punt_returned","punt_returns_for_tds"
tomfarris/2513861,"Farris, Tom","1948",Chicago Rockets,--,--,--,--,--,--
tomfarris/2513861,"Farris, Tom","1947",Chicago Bears,--,--,--,--,--,--
tomfarris/2513861,"Farris, Tom","1946",Chicago Bears,"1","27","0","2","4","0"
joeadams/2532782,"Adams, Joe","2012",Carolina Panthers,"9","208","0","11","127","0"
clarenceverdin/2503464,"Verdin, Clarence","1994",Atlanta Falcons,"44","1,026","0","23","113","0"
clarenceverdin/2503464,"Verdin, Clarence","1993",Indianapolis Colts,"50","1,050","0","30","173","0"
clarenceverdin/2503464,"Verdin, Clarence","1992",Indianapolis Colts,"39","815","0","24","268","2"
clarenceverdin/2503464,"Verdin, Clarence","1991",Indianapolis Colts,"36","689","1","25","165","0"
clarenceverdin/2503464,"Verdin, Clarence","1990",Indianapolis Colts,"18","350","0","31","396","0"
clarenceverdin/2503464,"Verdin, Clarence","1989",Indianapolis Colts,"19","371","0","23","296","1"
clarenceverdin/2503464,"Verdin, Clarence","1988",Indianapolis Colts,"7","145","0","22","239","1"
clarenceverdin/2503464,"Verdin, Clarence","1987",Washington Redskins,"12","244","0",--,--,--
clarenceverdin/2503464,"Verdin, Clarence","1986",Washington Redskins,"12","240","0",--,--,--
howardsampson/2524829,"Sampson, Howard","1979",Green Bay Packers,"3","45","0",--,--,--
howardsampson/2524829,"Sampson, Howard","1978",Green Bay Packers,"1","23","0","1","0","0"
t.j.carrie/2550164,"Carrie, T.J.","2016",Oakland Raiders,--,--,--,"7","74","0"
t.j.carrie/2550164,"Carrie, T.J.","2015",Oakland Raiders,--,--,--,"19","118","0"
t.j.carrie/2550164,"Carrie, T.J.","2014",Oakland Raiders,"15","362","0","26","195","0"
breezyreid/2523928,"Reid, Breezy","1956",Green Bay Packers,--,--,--,"1","0","0"
breezyreid/2523928,"Reid, Breezy","1955",Green Bay Packers,"2","21","0",--,--,--
breezyreid/2523928,"Reid, Breezy","1954",Green Bay Packers,--,--,--,--,--,--
breezyreid/2523928,"Reid, Breezy","1953",Green Bay Packers,"4","82","0",--,--,--
breezyreid/2523928,"Reid, Breezy","1952",Green Bay Packers,--,--,--,--,--,--
breezyreid/2523928,"Reid, Breezy","1951",Green Bay Packers,--,--,--,--,--,--
breezyreid/2523928,"Reid, Breezy","1950",Green Bay Packers,--,--,--,--,--,--
tommypharr/2523147,"Pharr, Tommy","1970",Buffalo Bills,"1","6","0","23","184","0"
johnnyknolla/2518652,"Knolla, Johnny","1945",Chicago Cardinals,"6","114","0","3","43","0"
johnnyknolla/2518652,"Knolla, Johnny","1942",Chicago Cardinals,"1","24","0","6","64","0"
lanceharkey/2515842,"Harkey, Lance","1987",Los Angeles Raiders,"1","20","0","2","17","0"
tonydavis/2512597,"Davis, Tony","1981",Tampa Bay Buccaneers,"3","51","0",--,--,--
tonydavis/2512597,"Davis, Tony","1980",Tampa Bay Buccaneers,"4","58","0","0","0","0"
tonydavis/2512597,"Davis, Tony","1979",Tampa Bay Buccaneers,"4","33","0","1","7","0"
tonydavis/2512597,"Davis, Tony","1978",Cincinnati Bengals,"3","51","0","22","130","0"
tonydavis/2512597,"Davis, Tony","1977",Cincinnati Bengals,"3","42","0","19","220","0"
tonydavis/2512597,"Davis, Tony","1976",Cincinnati Bengals,"4","21","0","0","0","0"
willblackmon/2495809,"Blackmon, Will","2016",Washington Redskins,"4","109","0","1","16","0"
willblackmon/2495809,"Blackmon, Will","2015",Washington Redskins,--,--,--,--,--,--
willblackmon/2495809,"Blackmon, Will","2014",Jacksonville Jaguars,--,--,--,--,--,--
willblackmon/2495809,"Blackmon, Will","2013",Jacksonville Jaguars,--,--,--,"5","2","0"
willblackmon/2495809,"Blackmon, Will","2011",New York Giants,"2","43","0","6","25","0"
willblackmon/2495809,"Blackmon, Will","2010",New York Giants,"13","238","0","14","94","0"
willblackmon/2495809,"Blackmon, Will","2009",Green Bay Packers,"10","233","0","3","11","0"
willblackmon/2495809,"Blackmon, Will","2008",Green Bay Packers,"55","1,157","0","36","398","2"
willblackmon/2495809,"Blackmon, Will","2007",Green Bay Packers,"1","3","0","8","106","1"
willblackmon/2495809,"Blackmon, Will","2006",Green Bay Packers,--,--,--,--,--,--
brandontate/81306,"Tate, Brandon","2016",Buffalo Bills,"29","662","0","26","301","0"
brandontate/81306,"Tate, Brandon","2015",Cincinnati Bengals,"18","413","0","27","171","0"
brandontate/81306,"Tate, Brandon","2014",Cincinnati Bengals,"18","397","0","18","174","0"
brandontate/81306,"Tate, Brandon","2013",Cincinnati Bengals,"35","914","0","36","336","0"
brandontate/81306,"Tate, Brandon","2012",Cincinnati Bengals,"32","795","0","21","187","0"
brandontate/81306,"Tate, Brandon","2011",Cincinnati Bengals,"42","998","0","51","543","1"
brandontate/81306,"Tate, Brandon","2010",New England Patriots,"41","1,057","2","1","4","0"
brandontate/81306,"Tate, Brandon","2009",New England Patriots,"4","106","0",--,--,--
bobglazebrook/2514951,"Glazebrook, Bob","1983",Atlanta Falcons,"2","0","0",--,--,--
bobglazebrook/2514951,"Glazebrook, Bob","1982",Atlanta Falcons,--,--,--,--,--,--
bobglazebrook/2514951,"Glazebrook, Bob","1981",Atlanta Falcons,--,--,--,--,--,--
bobglazebrook/2514951,"Glazebrook, Bob","1980",Atlanta Falcons,--,--,--,"0","0","0"
bobglazebrook/2514951,"Glazebrook, Bob","1979",Atlanta Falcons,--,--,--,"1",-1,"0"
bobglazebrook/2514951,"Glazebrook, Bob","1978",Atlanta Falcons,--,--,--,"0","0","0"
patrickchung/71251,"Chung, Patrick","2016",New England Patriots,--,--,--,"1","7","0"
patrickchung/71251,"Chung, Patrick","2015",New England Patriots,"1","17","0","1","4","0"
patrickchung/71251,"Chung, Patrick","2014",New England Patriots,"7","140","0",--,--,--
patrickchung/71251,"Chung, Patrick","2013",Philadelphia Eagles,--,--,--,--,--,--
patrickchung/71251,"Chung, Patrick","2012",New England Patriots,--,--,--,--,--,--
patrickchung/71251,"Chung, Patrick","2011",New England Patriots,--,--,--,--,--,--
patrickchung/71251,"Chung, Patrick","2010",New England Patriots,--,--,--,--,--,--
patrickchung/71251,"Chung, Patrick","2009",New England Patriots,--,--,--,--,--,--
williereid/2495933,"Reid, Willie","2007",Pittsburgh Steelers,"6","127","0",--,--,--
williereid/2495933,"Reid, Willie","2006",Pittsburgh Steelers,"1","19","0","1","11","0"
dickharris/2515981,"Harris, Dick","1965",San Diego Chargers,"1","15","0","3","8","0"
dickharris/2515981,"Harris, Dick","1964",San Diego Chargers,--,--,--,--,--,--
dickharris/2515981,"Harris, Dick","1963",San Diego Chargers,"2","34","0","4","43","0"
dickharris/2515981,"Harris, Dick","1962",San Diego Chargers,--,--,--,"7","95","0"
dickharris/2515981,"Harris, Dick","1961",San Diego Chargers,--,--,--,--,--,--
dickharris/2515981,"Harris, Dick","1960",Los Angeles Chargers,--,--,--,"13","105","0"
alvingarrett/2514646,"Garrett, Alvin","1984",Washington Redskins,--,--,--,--,--,--
alvingarrett/2514646,"Garrett, Alvin","1983",Washington Redskins,"2","50","0",--,--,--
alvingarrett/2514646,"Garrett, Alvin","1982",Washington Redskins,"2","35","0",--,--,--
alvingarrett/2514646,"Garrett, Alvin","1981",New York Giants,"16","361","0",--,--,--
alvingarrett/2514646,"Garrett, Alvin","1981",Washington Redskins,"2","40","0",--,--,--
alvingarrett/2514646,"Garrett, Alvin","1981",New York Giants,"16","361","0","8","57","0"
alvingarrett/2514646,"Garrett, Alvin","1981",Washington Redskins,"2","40","0","8","57","0"
alvingarrett/2514646,"Garrett, Alvin","1980",New York Giants,"28","527","0","35","287","0"
hopalongcassady/2511257,"Cassady, Hopalong","1963",Detroit Lions,--,--,--,"1","7","0"
hopalongcassady/2511257,"Cassady, Hopalong","1962",Cleveland Browns,"10","233","0","1","2","0"
hopalongcassady/2511257,"Cassady, Hopalong","1962",Philadelphia Eagles,"14","249","0","1","2","0"
hopalongcassady/2511257,"Cassady, Hopalong","1962",Cleveland Browns,"10","233","0","7","47","0"
hopalongcassady/2511257,"Cassady, Hopalong","1962",Philadelphia Eagles,"14","249","0","7","47","0"
hopalongcassady/2511257,"Cassady, Hopalong","1961",Detroit Lions,"9","127","0","16","159","0"
hopalongcassady/2511257,"Cassady, Hopalong","1960",Detroit Lions,"4","82","0","1","25","0"
hopalongcassady/2511257,"Cassady, Hopalong","1959",Detroit Lions,"8","163","0","1","14","0"
hopalongcassady/2511257,"Cassady, Hopalong","1958",Detroit Lions,"6","126","0","3","4","0"
hopalongcassady/2511257,"Cassady, Hopalong","1957",Detroit Lions,"10","232","0",--,--,--
hopalongcassady/2511257,"Cassady, Hopalong","1956",Detroit Lions,"16","382","0","13","83","0"
yamonfigurs/2495602,"Figurs, Yamon","2010",Oakland Raiders,"5","105","0",--,--,--
yamonfigurs/2495602,"Figurs, Yamon","2010",Cleveland Browns,--,--,--,--,--,--
yamonfigurs/2495602,"Figurs, Yamon","2010",Oakland Raiders,"5","105","0","1","10","0"
yamonfigurs/2495602,"Figurs, Yamon","2010",Cleveland Browns,--,--,--,"1","10","0"
yamonfigurs/2495602,"Figurs, Yamon","2009",Detroit Lions,--,--,--,"2","21","0"
yamonfigurs/2495602,"Figurs, Yamon","2009",Tampa Bay Buccaneers,"5","105","0","2","21","0"
yamonfigurs/2495602,"Figurs, Yamon","2009",Detroit Lions,--,--,--,--,--,--
yamonfigurs/2495602,"Figurs, Yamon","2009",Tampa Bay Buccaneers,"5","105","0",--,--,--
yamonfigurs/2495602,"Figurs, Yamon","2008",Baltimore Ravens,"29","608","0","23","138","0"
yamonfigurs/2495602,"Figurs, Yamon","2007",Baltimore Ravens,"46","1,138","1","16","171","1"
billybarnes/2509009,"Barnes, Billy","1966",Minnesota Vikings,--,--,--,--,--,--
billybarnes/2509009,"Barnes, Billy","1965",Minnesota Vikings,"3","37","0",--,--,--
billybarnes/2509009,"Barnes, Billy","1963",Washington Redskins,--,--,--,"1","0","0"
billybarnes/2509009,"Barnes, Billy","1962",Washington Redskins,--,--,--,--,--,--
billybarnes/2509009,"Barnes, Billy","1961",Philadelphia Eagles,--,--,--,--,--,--
billybarnes/2509009,"Barnes, Billy","1960",Philadelphia Eagles,--,--,--,--,--,--
billybarnes/2509009,"Barnes, Billy","1959",Philadelphia Eagles,--,--,--,--,--,--
billybarnes/2509009,"Barnes, Billy","1958",Philadelphia Eagles,--,--,--,--,--,--
billybarnes/2509009,"Barnes, Billy","1957",Philadelphia Eagles,--,--,--,--,--,--
t.j.jones/2543836,"Jones, T.J.","2016",Detroit Lions,--,--,--,--,--,--
t.j.jones/2543836,"Jones, T.J.","2015",Detroit Lions,"5","106","0","7","59","0"
damongibson/2500800,"Gibson, Damon","2002",Jacksonville Jaguars,--,--,--,"2","25","0"
damongibson/2500800,"Gibson, Damon","2002",Atlanta Falcons,--,--,--,"2","25","0"
damongibson/2500800,"Gibson, Damon","2002",Jacksonville Jaguars,--,--,--,"1","0","0"
damongibson/2500800,"Gibson, Damon","2002",Atlanta Falcons,--,--,--,"1","0","0"
damongibson/2500800,"Gibson, Damon","2001",Jacksonville Jaguars,"26","511","0","38","333","0"
damongibson/2500800,"Gibson, Damon","1999",Cleveland Browns,--,--,--,"2","9","0"
damongibson/2500800,"Gibson, Damon","1998",Cincinnati Bengals,"17","372","0","27","218","1"
tommymason/2520296,"Mason, Tommy","1971",Washington Redskins,--,--,--,--,--,--
tommymason/2520296,"Mason, Tommy","1970",Los Angeles Rams,--,--,--,--,--,--
tommymason/2520296,"Mason, Tommy","1969",Los Angeles Rams,--,--,--,--,--,--
tommymason/2520296,"Mason, Tommy","1968",Los Angeles Rams,--,--,--,--,--,--
tommymason/2520296,"Mason, Tommy","1967",Los Angeles Rams,--,--,--,--,--,--
tommymason/2520296,"Mason, Tommy","1966",Minnesota Vikings,--,--,--,"3","9","0"
tommymason/2520296,"Mason, Tommy","1965",Minnesota Vikings,"3","66","0","9","63","0"
tommymason/2520296,"Mason, Tommy","1964",Minnesota Vikings,"2","36","0","10","150","0"
tommymason/2520296,"Mason, Tommy","1963",Minnesota Vikings,"3","61","0","4","63","0"
tommymason/2520296,"Mason, Tommy","1962",Minnesota Vikings,"12","301","0","6","52","0"
tommymason/2520296,"Mason, Tommy","1961",Minnesota Vikings,"25","603","0","14","146","0"
richardcarey/2511068,"Carey, Richard","1990",Buffalo Bills,--,--,--,--,--,--
richardcarey/2511068,"Carey, Richard","1989",Cincinnati Bengals,"6","104","0","3","29","0"
donperkins/2523012,"Perkins, Don","1968",Dallas Cowboys,--,--,--,--,--,--
donperkins/2523012,"Perkins, Don","1967",Dallas Cowboys,--,--,--,--,--,--
donperkins/2523012,"Perkins, Don","1966",Dallas Cowboys,--,--,--,--,--,--
donperkins/2523012,"Perkins, Don","1965",Dallas Cowboys,--,--,--,--,--,--
donperkins/2523012,"Perkins, Don","1964",Dallas Cowboys,--,--,--,--,--,--
donperkins/2523012,"Perkins, Don","1963",Dallas Cowboys,--,--,--,--,--,--
donperkins/2523012,"Perkins, Don","1962",Dallas Cowboys,--,--,--,--,--,--
donperkins/2523012,"Perkins, Don","1961",Dallas Cowboys,"22","443","0","1","8","0"
frankfilchock/2514016,"Filchock, Frank","1950",Baltimore Colts,--,--,--,--,--,--
frankfilchock/2514016,"Filchock, Frank","1946",New York Giants,"4","109","0","6","50","0"
frankfilchock/2514016,"Filchock, Frank","1945",Washington Redskins,--,--,--,"1","17","0"
frankfilchock/2514016,"Filchock, Frank","1944",Washington Redskins,"3","42","0","3","5","0"
frankfilchock/2514016,"Filchock, Frank","1941",Washington Redskins,"5","126","0","7","157","1"
frankfilchock/2514016,"Filchock, Frank","1940",Washington Redskins,--,--,--,--,--,--
frankfilchock/2514016,"Filchock, Frank","1939",Washington Redskins,--,--,--,--,--,--
frankfilchock/2514016,"Filchock, Frank","1938",Pittsburgh Pirates,--,--,--,--,--,--
frankfilchock/2514016,"Filchock, Frank","1938",Washington Redskins,--,--,--,--,--,--
frankfilchock/2514016,"Filchock, Frank","1938",Pittsburgh Pirates,--,--,--,--,--,--
frankfilchock/2514016,"Filchock, Frank","1938",Washington Redskins,--,--,--,--,--,--
woodleylewis/2519483,"Lewis, Woodley","1960",Dallas Cowboys,--,--,--,--,--,--
woodleylewis/2519483,"Lewis, Woodley","1959",Chicago Cardinals,--,--,--,--,--,--
woodleylewis/2519483,"Lewis, Woodley","1958",Chicago Cardinals,"2","46","0","2","12","0"
woodleylewis/2519483,"Lewis, Woodley","1957",Chicago Cardinals,"26","682","0","24","175","0"
woodleylewis/2519483,"Lewis, Woodley","1956",Chicago Cardinals,"1","22","0","5","22","0"
woodleylewis/2519483,"Lewis, Woodley","1955",Los Angeles Rams,"20","450","0","29","105","0"
woodleylewis/2519483,"Lewis, Woodley","1954",Los Angeles Rams,"34","836","1","22","82","0"
woodleylewis/2519483,"Lewis, Woodley","1953",Los Angeles Rams,"32","830","0","35","267","1"
woodleylewis/2519483,"Lewis, Woodley","1952",Los Angeles Rams,"16","345","0","19","351","2"
woodleylewis/2519483,"Lewis, Woodley","1951",Los Angeles Rams,"4","67","0","1","12","0"
woodleylewis/2519483,"Lewis, Woodley","1950",Los Angeles Rams,"2","47","0","1","0","0"
jerryallen/2508373,"Allen, Jerry","1969",Washington Redskins,--,--,--,--,--,--
jerryallen/2508373,"Allen, Jerry","1968",Washington Redskins,--,--,--,--,--,--
jerryallen/2508373,"Allen, Jerry","1967",Washington Redskins,"1","13","0",--,--,--
jerryallen/2508373,"Allen, Jerry","1966",Baltimore Colts,"3","53","0","1","0","0"
tedwegert/2528455,"Wegert, Ted","1960",New York Titans,--,--,--,"4","25","0"
tedwegert/2528455,"Wegert, Ted","1960",Denver Broncos,"6","143","0","4","25","0"
tedwegert/2528455,"Wegert, Ted","1960",Buffalo Bills,"4","109","0","4","25","0"
tedwegert/2528455,"Wegert, Ted","1960",New York Titans,--,--,--,--,--,--
tedwegert/2528455,"Wegert, Ted","1960",Denver Broncos,"6","143","0",--,--,--
tedwegert/2528455,"Wegert, Ted","1960",Buffalo Bills,"4","109","0",--,--,--
tedwegert/2528455,"Wegert, Ted","1960",New York Titans,--,--,--,--,--,--
tedwegert/2528455,"Wegert, Ted","1960",Denver Broncos,"6","143","0",--,--,--
tedwegert/2528455,"Wegert, Ted","1960",Buffalo Bills,"4","109","0",--,--,--
tedwegert/2528455,"Wegert, Ted","1956",Philadelphia Eagles,--,--,--,--,--,--
tedwegert/2528455,"Wegert, Ted","1955",Philadelphia Eagles,"4","87","0",--,--,--
dariusreynaud/784,"Reynaud, Darius","2013",Tennessee Titans,"15","355","0","0","0","0"
dariusreynaud/784,"Reynaud, Darius","2013",New York Jets,"3","75","0","0","0","0"
dariusreynaud/784,"Reynaud, Darius","2013",Tennessee Titans,"15","355","0","18","135","0"
dariusreynaud/784,"Reynaud, Darius","2013",New York Jets,"3","75","0","18","135","0"
dariusreynaud/784,"Reynaud, Darius","2012",Tennessee Titans,"53","1,240","1","31","410","2"
dariusreynaud/784,"Reynaud, Darius","2010",New York Giants,"21","386","0","23","132","0"
dariusreynaud/784,"Reynaud, Darius","2009",Minnesota Vikings,"4","90","0","30","308","0"
dariusreynaud/784,"Reynaud, Darius","2008",Minnesota Vikings,"8","201","0",--,--,--
tommymaxwell/2520408,"Maxwell, Tommy","1974",Houston Oilers,--,--,--,--,--,--
tommymaxwell/2520408,"Maxwell, Tommy","1973",Oakland Raiders,--,--,--,"4","8","0"
tommymaxwell/2520408,"Maxwell, Tommy","1972",Oakland Raiders,"1","26","0","2","12","0"
tommymaxwell/2520408,"Maxwell, Tommy","1971",Oakland Raiders,--,--,--,"6","21","0"
tommymaxwell/2520408,"Maxwell, Tommy","1970",Baltimore Colts,--,--,--,--,--,--
tommymaxwell/2520408,"Maxwell, Tommy","1969",Baltimore Colts,--,--,--,--,--,--
johnjackson/2501327,"Jackson, John","1996",Chicago Bears,--,--,--,--,--,--
johnjackson/2501327,"Jackson, John","1992",Phoenix Cardinals,"1","17","0",--,--,--
johnjackson/2501327,"Jackson, John","1991",Phoenix Cardinals,"2","41","0","31","244","0"
johnjackson/2501327,"Jackson, John","1990",Phoenix Cardinals,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1977",Washington Redskins,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1975",Washington Redskins,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1974",Washington Redskins,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1973",Washington Redskins,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1972",Washington Redskins,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1971",Washington Redskins,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1970",Washington Redskins,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1969",Washington Redskins,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1968",Washington Redskins,--,--,--,--,--,--
charleytaylor/2527068,"Taylor, Charley","1967",Washington Redskins,--,--,--,"0","0","0"
charleytaylor/2527068,"Taylor, Charley","1966",Washington Redskins,"3","98","0","5","63","0"
charleytaylor/2527068,"Taylor, Charley","1965",Washington Redskins,"1","15","0",--,--,--
charleytaylor/2527068,"Taylor, Charley","1964",Washington Redskins,"1","20","0",--,--,--
bobbythompson/2527357,"Thompson, Bobby","1969",New Orleans Saints,"5","101","0","4","25","0"
bobbythompson/2527357,"Thompson, Bobby","1968",Detroit Lions,"17","363","0",--,--,--
bobbythompson/2527357,"Thompson, Bobby","1967",Detroit Lions,"4","134","0","9","20","0"
bobbythompson/2527357,"Thompson, Bobby","1966",Detroit Lions,--,--,--,--,--,--
bobbythompson/2527357,"Thompson, Bobby","1965",Detroit Lions,--,--,--,--,--,--
bobbythompson/2527357,"Thompson, Bobby","1964",Detroit Lions,"1","24","0","1","27","0"
charliewest/2528554,"West, Charlie","1979",Denver Broncos,--,--,--,"1",-1,"0"
charliewest/2528554,"West, Charlie","1978",Denver Broncos,"1","24","0","3","20","0"
charliewest/2528554,"West, Charlie","1977",Detroit Lions,--,--,--,--,--,--
charliewest/2528554,"West, Charlie","1976",Detroit Lions,--,--,--,"3","9","0"
charliewest/2528554,"West, Charlie","1975",Detroit Lions,"2","41","0","22","219","0"
charliewest/2528554,"West, Charlie","1974",Detroit Lions,"4","71","0","6","32","0"
charliewest/2528554,"West, Charlie","1973",Minnesota Vikings,"3","104","0","1","0","0"
charliewest/2528554,"West, Charlie","1972",Minnesota Vikings,"9","196","0","16","111","0"
charliewest/2528554,"West, Charlie","1971",Minnesota Vikings,"24","556","0","18","94","0"
charliewest/2528554,"West, Charlie","1970",Minnesota Vikings,"11","319","0","29","169","0"
charliewest/2528554,"West, Charlie","1969",Minnesota Vikings,"9","240","0","39","245","0"
charliewest/2528554,"West, Charlie","1968",Minnesota Vikings,"22","576","0","20","201","1"
fredgehrke/2514741,"Gehrke, Fred","1950",Chicago Cardinals,--,--,--,"5","44","0"
fredgehrke/2514741,"Gehrke, Fred","1950",San Francisco 49ers,"2","57","0","5","44","0"
fredgehrke/2514741,"Gehrke, Fred","1950",Chicago Cardinals,--,--,--,--,--,--
fredgehrke/2514741,"Gehrke, Fred","1950",San Francisco 49ers,"2","57","0",--,--,--
fredgehrke/2514741,"Gehrke, Fred","1949",Los Angeles Rams,--,--,--,--,--,--
fredgehrke/2514741,"Gehrke, Fred","1948",Los Angeles Rams,"17","464","1","19","217","0"
fredgehrke/2514741,"Gehrke, Fred","1947",Los Angeles Rams,"2","29","0","4","112","1"
fredgehrke/2514741,"Gehrke, Fred","1946",Los Angeles Rams,"8","186","0","8","59","0"
fredgehrke/2514741,"Gehrke, Fred","1945",Cleveland Rams,"9","173","0","8","120","0"
fredgehrke/2514741,"Gehrke, Fred","1940",Cleveland Rams,--,--,--,--,--,--
bobbyhammond/2515716,"Hammond, Bobby","1980",Washington Redskins,--,--,--,--,--,--
bobbyhammond/2515716,"Hammond, Bobby","1979",New York Giants,"11","230","0","7","54","0"
bobbyhammond/2515716,"Hammond, Bobby","1979",Washington Redskins,"14","314","0","7","54","0"
bobbyhammond/2515716,"Hammond, Bobby","1979",New York Giants,"11","230","0","6","21","0"
bobbyhammond/2515716,"Hammond, Bobby","1979",Washington Redskins,"14","314","0","6","21","0"
bobbyhammond/2515716,"Hammond, Bobby","1978",New York Giants,"15","290","0","22","157","0"
bobbyhammond/2515716,"Hammond, Bobby","1977",New York Giants,"19","419","0","32","334","1"
bobbyhammond/2515716,"Hammond, Bobby","1976",New York Giants,"2","44","0",--,--,--
billreynolds/2524017,"Reynolds, Bill","1945",Chicago Cardinals,--,--,--,--,--,--
billreynolds/2524017,"Reynolds, Bill","1944",Brooklyn Tigers,"1","18","0","1","12","0"
anthonyedwards/2500510,"Edwards, Anthony","1998",Arizona Cardinals,--,--,--,--,--,--
anthonyedwards/2500510,"Edwards, Anthony","1997",Arizona Cardinals,--,--,--,"1",-1,"0"
anthonyedwards/2500510,"Edwards, Anthony","1996",Arizona Cardinals,--,--,--,"5","46","0"
anthonyedwards/2500510,"Edwards, Anthony","1995",Arizona Cardinals,"3","50","0","18","131","0"
anthonyedwards/2500510,"Edwards, Anthony","1994",Arizona Cardinals,--,--,--,--,--,--
anthonyedwards/2500510,"Edwards, Anthony","1993",Phoenix Cardinals,"3","51","0","3","12","0"
anthonyedwards/2500510,"Edwards, Anthony","1992",Phoenix Cardinals,"8","143","0",--,--,--
anthonyedwards/2500510,"Edwards, Anthony","1991",Phoenix Cardinals,"13","261","0","1","7","0"
anthonyedwards/2500510,"Edwards, Anthony","1990",Philadelphia Eagles,"3","36","0","8","60","0"
anthonyedwards/2500510,"Edwards, Anthony","1989",Philadelphia Eagles,"3","23","0","7","64","0"
christhomas/2503295,"Thomas, Chris","2001",Kansas City Chiefs,--,--,--,--,--,--
christhomas/2503295,"Thomas, Chris","2000",St. Louis Rams,--,--,--,--,--,--
christhomas/2503295,"Thomas, Chris","1999",Washington Redskins,--,--,--,--,--,--
christhomas/2503295,"Thomas, Chris","1999",St. Louis Rams,--,--,--,--,--,--
christhomas/2503295,"Thomas, Chris","1999",Washington Redskins,--,--,--,--,--,--
christhomas/2503295,"Thomas, Chris","1999",St. Louis Rams,--,--,--,--,--,--
christhomas/2503295,"Thomas, Chris","1998",Washington Redskins,--,--,--,--,--,--
christhomas/2503295,"Thomas, Chris","1997",Washington Redskins,--,--,--,--,--,--
christhomas/2503295,"Thomas, Chris","1995",San Francisco 49ers,"3","49","0","1","25","0"
bobbyengram/2500556,"Engram, Bobby","2009",Kansas City Chiefs,--,--,--,"0","0","0"
bobbyengram/2500556,"Engram, Bobby","2008",Seattle Seahawks,--,--,--,"1","6","0"
bobbyengram/2500556,"Engram, Bobby","2007",Seattle Seahawks,"1","12","0",--,--,--
bobbyengram/2500556,"Engram, Bobby","2006",Seattle Seahawks,--,--,--,--,--,--
bobbyengram/2500556,"Engram, Bobby","2005",Seattle Seahawks,--,--,--,"1","9","0"
bobbyengram/2500556,"Engram, Bobby","2004",Seattle Seahawks,--,--,--,"10","118","0"
bobbyengram/2500556,"Engram, Bobby","2003",Seattle Seahawks,"1","18","0","31","320","1"
bobbyengram/2500556,"Engram, Bobby","2002",Seattle Seahawks,--,--,--,"21","224","1"
bobbyengram/2500556,"Engram, Bobby","2001",Seattle Seahawks,"1","6","0","6","96","0"
bobbyengram/2500556,"Engram, Bobby","2000",Chicago Bears,--,--,--,--,--,--
bobbyengram/2500556,"Engram, Bobby","1999",Chicago Bears,--,--,--,--,--,--
bobbyengram/2500556,"Engram, Bobby","1998",Chicago Bears,--,--,--,--,--,--
bobbyengram/2500556,"Engram, Bobby","1997",Chicago Bears,"2","27","0","1","4","0"
bobbyengram/2500556,"Engram, Bobby","1996",Chicago Bears,"25","580","0","31","282","0"
jimtodd/2527486,"Todd, Jim","1966",Detroit Lions,"3","105","0","5","12","0"
deandrewwhite/2552657,"White, DeAndrew","2015",San Francisco 49ers,"6","142","0","1","4","0"
freddiescott/2525193,"Scott, Freddie","1983",Detroit Lions,--,--,--,--,--,--
freddiescott/2525193,"Scott, Freddie","1982",Detroit Lions,--,--,--,--,--,--
freddiescott/2525193,"Scott, Freddie","1981",Detroit Lions,--,--,--,--,--,--
freddiescott/2525193,"Scott, Freddie","1980",Detroit Lions,--,--,--,--,--,--
freddiescott/2525193,"Scott, Freddie","1979",Detroit Lions,--,--,--,--,--,--
freddiescott/2525193,"Scott, Freddie","1978",Detroit Lions,"3","72","0","8","55","0"
freddiescott/2525193,"Scott, Freddie","1977",Baltimore Colts,--,--,--,--,--,--
freddiescott/2525193,"Scott, Freddie","1976",Baltimore Colts,"1","20","0",--,--,--
freddiescott/2525193,"Scott, Freddie","1975",Baltimore Colts,--,--,--,--,--,--
freddiescott/2525193,"Scott, Freddie","1974",Baltimore Colts,"3","61","0","3","31","0"
coreyharris/2501040,"Harris, Corey","2003",Detroit Lions,--,--,--,--,--,--
coreyharris/2501040,"Harris, Corey","2002",Detroit Lions,--,--,--,--,--,--
coreyharris/2501040,"Harris, Corey","2001",Baltimore Ravens,"11","235","0",--,--,--
coreyharris/2501040,"Harris, Corey","2000",Baltimore Ravens,"39","907","0",--,--,--
coreyharris/2501040,"Harris, Corey","1999",Baltimore Ravens,"38","843","0",--,--,--
coreyharris/2501040,"Harris, Corey","1998",Baltimore Ravens,"35","965","1",--,--,--
coreyharris/2501040,"Harris, Corey","1997",Miami Dolphins,"11","224","0",--,--,--
coreyharris/2501040,"Harris, Corey","1996",Seattle Seahawks,"7","166","0",--,--,--
